t0; p1, -0.5, 0, 0; p2, 0.5, 0, 0; p3, 0, 0, 0
t22.628; p1, -0.494133, 0.0693254, 0; p2, 0.494133, -0.0693254, 0; p3, 0, 0, 0
t22.629; p1, -0.494014, 0.0700242, 0; p2, 0.494014, -0.0700242, 0; p3, 0, 0, 0
t22.63; p1, -0.493894, 0.0707229, 0; p2, 0.493894, -0.0707229, 0; p3, 0, 0, 0
t22.631; p1, -0.493772, 0.0714213, 0; p2, 0.493772, -0.0714213, 0; p3, 0, 0, 0
t22.632; p1, -0.49365, 0.0721196, 0; p2, 0.49365, -0.0721196, 0; p3, 0, 0, 0
t22.633; p1, -0.493526, 0.0728177, 0; p2, 0.493526, -0.0728177, 0; p3, 0, 0, 0
t22.634; p1, -0.493401, 0.0735156, 0; p2, 0.493401, -0.0735156, 0; p3, 0, 0, 0
t22.635; p1, -0.493275, 0.0742134, 0; p2, 0.493275, -0.0742134, 0; p3, 0, 0, 0
t22.636; p1, -0.493147, 0.074911, 0; p2, 0.493147, -0.074911, 0; p3, 0, 0, 0
t22.637; p1, -0.493018, 0.0756083, 0; p2, 0.493018, -0.0756083, 0; p3, 0, 0, 0
t22.638; p1, -0.492889, 0.0763056, 0; p2, 0.492889, -0.0763056, 0; p3, 0, 0, 0
t22.639; p1, -0.492758, 0.0770026, 0; p2, 0.492758, -0.0770026, 0; p3, 0, 0, 0
t22.64; p1, -0.492625, 0.0776994, 0; p2, 0.492625, -0.0776994, 0; p3, 0, 0, 0
t22.641; p1, -0.492492, 0.0783961, 0; p2, 0.492492, -0.0783961, 0; p3, 0, 0, 0
t22.642; p1, -0.492357, 0.0790925, 0; p2, 0.492357, -0.0790925, 0; p3, 0, 0, 0
t22.643; p1, -0.492222, 0.0797888, 0; p2, 0.492222, -0.0797888, 0; p3, 0, 0, 0
t22.644; p1, -0.492085, 0.0804849, 0; p2, 0.492085, -0.0804849, 0; p3, 0, 0, 0
t22.645; p1, -0.491946, 0.0811808, 0; p2, 0.491946, -0.0811808, 0; p3, 0, 0, 0
t22.646; p1, -0.491807, 0.0818764, 0; p2, 0.491807, -0.0818764, 0; p3, 0, 0, 0
t22.647; p1, -0.491667, 0.0825719, 0; p2, 0.491667, -0.0825719, 0; p3, 0, 0, 0
t22.648; p1, -0.491525, 0.0832672, 0; p2, 0.491525, -0.0832672, 0; p3, 0, 0, 0
t22.649; p1, -0.491382, 0.0839623, 0; p2, 0.491382, -0.0839623, 0; p3, 0, 0, 0
t22.65; p1, -0.491238, 0.0846572, 0; p2, 0.491238, -0.0846572, 0; p3, 0, 0, 0
t22.651; p1, -0.491093, 0.0853519, 0; p2, 0.491093, -0.0853519, 0; p3, 0, 0, 0
t22.652; p1, -0.490946, 0.0860463, 0; p2, 0.490946, -0.0860463, 0; p3, 0, 0, 0
t22.653; p1, -0.490798, 0.0867406, 0; p2, 0.490798, -0.0867406, 0; p3, 0, 0, 0
t22.654; p1, -0.490649, 0.0874347, 0; p2, 0.490649, -0.0874347, 0; p3, 0, 0, 0
t22.655; p1, -0.490499, 0.0881285, 0; p2, 0.490499, -0.0881285, 0; p3, 0, 0, 0
t22.656; p1, -0.490348, 0.0888221, 0; p2, 0.490348, -0.0888221, 0; p3, 0, 0, 0
t22.657; p1, -0.490196, 0.0895155, 0; p2, 0.490196, -0.0895155, 0; p3, 0, 0, 0
t22.658; p1, -0.490042, 0.0902087, 0; p2, 0.490042, -0.0902087, 0; p3, 0, 0, 0
t22.659; p1, -0.489887, 0.0909017, 0; p2, 0.489887, -0.0909017, 0; p3, 0, 0, 0
t22.66; p1, -0.489731, 0.0915945, 0; p2, 0.489731, -0.0915945, 0; p3, 0, 0, 0
t22.661; p1, -0.489574, 0.092287, 0; p2, 0.489574, -0.092287, 0; p3, 0, 0, 0
t22.662; p1, -0.489416, 0.0929793, 0; p2, 0.489416, -0.0929793, 0; p3, 0, 0, 0
t22.663; p1, -0.489256, 0.0936714, 0; p2, 0.489256, -0.0936714, 0; p3, 0, 0, 0
t22.664; p1, -0.489095, 0.0943632, 0; p2, 0.489095, -0.0943632, 0; p3, 0, 0, 0
t22.665; p1, -0.488933, 0.0950549, 0; p2, 0.488933, -0.0950549, 0; p3, 0, 0, 0
t22.666; p1, -0.48877, 0.0957463, 0; p2, 0.48877, -0.0957463, 0; p3, 0, 0, 0
t22.667; p1, -0.488606, 0.0964374, 0; p2, 0.488606, -0.0964374, 0; p3, 0, 0, 0
t22.668; p1, -0.48844, 0.0971284, 0; p2, 0.48844, -0.0971284, 0; p3, 0, 0, 0
t22.669; p1, -0.488274, 0.0978191, 0; p2, 0.488274, -0.0978191, 0; p3, 0, 0, 0
t22.67; p1, -0.488106, 0.0985095, 0; p2, 0.488106, -0.0985095, 0; p3, 0, 0, 0
t22.671; p1, -0.487937, 0.0991997, 0; p2, 0.487937, -0.0991997, 0; p3, 0, 0, 0
t22.672; p1, -0.487767, 0.0998897, 0; p2, 0.487767, -0.0998897, 0; p3, 0, 0, 0
t22.673; p1, -0.487595, 0.100579, 0; p2, 0.487595, -0.100579, 0; p3, 0, 0, 0
t22.674; p1, -0.487422, 0.101269, 0; p2, 0.487422, -0.101269, 0; p3, 0, 0, 0
t22.675; p1, -0.487249, 0.101958, 0; p2, 0.487249, -0.101958, 0; p3, 0, 0, 0
t22.676; p1, -0.487074, 0.102647, 0; p2, 0.487074, -0.102647, 0; p3, 0, 0, 0
t22.677; p1, -0.486897, 0.103336, 0; p2, 0.486897, -0.103336, 0; p3, 0, 0, 0
t22.678; p1, -0.48672, 0.104024, 0; p2, 0.48672, -0.104024, 0; p3, 0, 0, 0
t22.679; p1, -0.486542, 0.104713, 0; p2, 0.486542, -0.104713, 0; p3, 0, 0, 0
t22.68; p1, -0.486362, 0.105401, 0; p2, 0.486362, -0.105401, 0; p3, 0, 0, 0
t22.681; p1, -0.486181, 0.106088, 0; p2, 0.486181, -0.106088, 0; p3, 0, 0, 0
t22.682; p1, -0.485999, 0.106776, 0; p2, 0.485999, -0.106776, 0; p3, 0, 0, 0
t22.683; p1, -0.485816, 0.107463, 0; p2, 0.485816, -0.107463, 0; p3, 0, 0, 0
t22.684; p1, -0.485631, 0.10815, 0; p2, 0.485631, -0.10815, 0; p3, 0, 0, 0
t22.685; p1, -0.485445, 0.108837, 0; p2, 0.485445, -0.108837, 0; p3, 0, 0, 0
t22.686; p1, -0.485259, 0.109523, 0; p2, 0.485259, -0.109523, 0; p3, 0, 0, 0
t22.687; p1, -0.485071, 0.110209, 0; p2, 0.485071, -0.110209, 0; p3, 0, 0, 0
t22.688; p1, -0.484881, 0.110895, 0; p2, 0.484881, -0.110895, 0; p3, 0, 0, 0
t22.689; p1, -0.484691, 0.111581, 0; p2, 0.484691, -0.111581, 0; p3, 0, 0, 0
t22.69; p1, -0.484499, 0.112266, 0; p2, 0.484499, -0.112266, 0; p3, 0, 0, 0
t22.691; p1, -0.484307, 0.112951, 0; p2, 0.484307, -0.112951, 0; p3, 0, 0, 0
t22.692; p1, -0.484113, 0.113636, 0; p2, 0.484113, -0.113636, 0; p3, 0, 0, 0
t22.693; p1, -0.483918, 0.11432, 0; p2, 0.483918, -0.11432, 0; p3, 0, 0, 0
t22.694; p1, -0.483721, 0.115005, 0; p2, 0.483721, -0.115005, 0; p3, 0, 0, 0
t22.695; p1, -0.483524, 0.115689, 0; p2, 0.483524, -0.115689, 0; p3, 0, 0, 0
t22.696; p1, -0.483325, 0.116372, 0; p2, 0.483325, -0.116372, 0; p3, 0, 0, 0
t22.697; p1, -0.483126, 0.117056, 0; p2, 0.483126, -0.117056, 0; p3, 0, 0, 0
t22.698; p1, -0.482925, 0.117739, 0; p2, 0.482925, -0.117739, 0; p3, 0, 0, 0
t22.699; p1, -0.482722, 0.118422, 0; p2, 0.482722, -0.118422, 0; p3, 0, 0, 0
t22.7; p1, -0.482519, 0.119104, 0; p2, 0.482519, -0.119104, 0; p3, 0, 0, 0
t22.701; p1, -0.482314, 0.119786, 0; p2, 0.482314, -0.119786, 0; p3, 0, 0, 0
t22.702; p1, -0.482109, 0.120468, 0; p2, 0.482109, -0.120468, 0; p3, 0, 0, 0
t22.703; p1, -0.481902, 0.12115, 0; p2, 0.481902, -0.12115, 0; p3, 0, 0, 0
t22.704; p1, -0.481694, 0.121831, 0; p2, 0.481694, -0.121831, 0; p3, 0, 0, 0
t22.705; p1, -0.481484, 0.122512, 0; p2, 0.481484, -0.122512, 0; p3, 0, 0, 0
t22.706; p1, -0.481274, 0.123193, 0; p2, 0.481274, -0.123193, 0; p3, 0, 0, 0
t22.707; p1, -0.481062, 0.123874, 0; p2, 0.481062, -0.123874, 0; p3, 0, 0, 0
t22.708; p1, -0.48085, 0.124554, 0; p2, 0.48085, -0.124554, 0; p3, 0, 0, 0
t22.709; p1, -0.480636, 0.125234, 0; p2, 0.480636, -0.125234, 0; p3, 0, 0, 0
t22.71; p1, -0.480421, 0.125913, 0; p2, 0.480421, -0.125913, 0; p3, 0, 0, 0
t22.711; p1, -0.480204, 0.126592, 0; p2, 0.480204, -0.126592, 0; p3, 0, 0, 0
t22.712; p1, -0.479987, 0.127271, 0; p2, 0.479987, -0.127271, 0; p3, 0, 0, 0
t22.713; p1, -0.479768, 0.12795, 0; p2, 0.479768, -0.12795, 0; p3, 0, 0, 0
t22.714; p1, -0.479548, 0.128628, 0; p2, 0.479548, -0.128628, 0; p3, 0, 0, 0
t22.715; p1, -0.479327, 0.129306, 0; p2, 0.479327, -0.129306, 0; p3, 0, 0, 0
t22.716; p1, -0.479105, 0.129984, 0; p2, 0.479105, -0.129984, 0; p3, 0, 0, 0
t22.717; p1, -0.478882, 0.130661, 0; p2, 0.478882, -0.130661, 0; p3, 0, 0, 0
t22.718; p1, -0.478657, 0.131338, 0; p2, 0.478657, -0.131338, 0; p3, 0, 0, 0
t22.719; p1, -0.478431, 0.132015, 0; p2, 0.478431, -0.132015, 0; p3, 0, 0, 0
t22.72; p1, -0.478204, 0.132691, 0; p2, 0.478204, -0.132691, 0; p3, 0, 0, 0
t22.721; p1, -0.477976, 0.133367, 0; p2, 0.477976, -0.133367, 0; p3, 0, 0, 0
t22.722; p1, -0.477747, 0.134043, 0; p2, 0.477747, -0.134043, 0; p3, 0, 0, 0
t22.723; p1, -0.477517, 0.134718, 0; p2, 0.477517, -0.134718, 0; p3, 0, 0, 0
t22.724; p1, -0.477285, 0.135394, 0; p2, 0.477285, -0.135394, 0; p3, 0, 0, 0
t22.725; p1, -0.477052, 0.136068, 0; p2, 0.477052, -0.136068, 0; p3, 0, 0, 0
t22.726; p1, -0.476818, 0.136743, 0; p2, 0.476818, -0.136743, 0; p3, 0, 0, 0
t22.727; p1, -0.476583, 0.137417, 0; p2, 0.476583, -0.137417, 0; p3, 0, 0, 0
t22.728; p1, -0.476347, 0.13809, 0; p2, 0.476347, -0.13809, 0; p3, 0, 0, 0
t22.729; p1, -0.47611, 0.138764, 0; p2, 0.47611, -0.138764, 0; p3, 0, 0, 0
t22.73; p1, -0.475871, 0.139437, 0; p2, 0.475871, -0.139437, 0; p3, 0, 0, 0
t22.731; p1, -0.475631, 0.14011, 0; p2, 0.475631, -0.14011, 0; p3, 0, 0, 0
t22.732; p1, -0.47539, 0.140782, 0; p2, 0.47539, -0.140782, 0; p3, 0, 0, 0
t22.733; p1, -0.475148, 0.141454, 0; p2, 0.475148, -0.141454, 0; p3, 0, 0, 0
t22.734; p1, -0.474905, 0.142126, 0; p2, 0.474905, -0.142126, 0; p3, 0, 0, 0
t22.735; p1, -0.47466, 0.142797, 0; p2, 0.47466, -0.142797, 0; p3, 0, 0, 0
t22.736; p1, -0.474415, 0.143468, 0; p2, 0.474415, -0.143468, 0; p3, 0, 0, 0
t22.737; p1, -0.474168, 0.144138, 0; p2, 0.474168, -0.144138, 0; p3, 0, 0, 0
t22.738; p1, -0.47392, 0.144809, 0; p2, 0.47392, -0.144809, 0; p3, 0, 0, 0
t22.739; p1, -0.473671, 0.145479, 0; p2, 0.473671, -0.145479, 0; p3, 0, 0, 0
t22.74; p1, -0.47342, 0.146148, 0; p2, 0.47342, -0.146148, 0; p3, 0, 0, 0
t22.741; p1, -0.473169, 0.146817, 0; p2, 0.473169, -0.146817, 0; p3, 0, 0, 0
t22.742; p1, -0.472916, 0.147486, 0; p2, 0.472916, -0.147486, 0; p3, 0, 0, 0
t22.743; p1, -0.472662, 0.148155, 0; p2, 0.472662, -0.148155, 0; p3, 0, 0, 0
t22.744; p1, -0.472407, 0.148823, 0; p2, 0.472407, -0.148823, 0; p3, 0, 0, 0
t22.745; p1, -0.472151, 0.14949, 0; p2, 0.472151, -0.14949, 0; p3, 0, 0, 0
t22.746; p1, -0.471894, 0.150158, 0; p2, 0.471894, -0.150158, 0; p3, 0, 0, 0
t22.747; p1, -0.471636, 0.150825, 0; p2, 0.471636, -0.150825, 0; p3, 0, 0, 0
t22.748; p1, -0.471376, 0.151491, 0; p2, 0.471376, -0.151491, 0; p3, 0, 0, 0
t22.749; p1, -0.471115, 0.152157, 0; p2, 0.471115, -0.152157, 0; p3, 0, 0, 0
t22.75; p1, -0.470853, 0.152823, 0; p2, 0.470853, -0.152823, 0; p3, 0, 0, 0
t22.751; p1, -0.47059, 0.153489, 0; p2, 0.47059, -0.153489, 0; p3, 0, 0, 0
t22.752; p1, -0.470326, 0.154154, 0; p2, 0.470326, -0.154154, 0; p3, 0, 0, 0
t22.753; p1, -0.47006, 0.154819, 0; p2, 0.47006, -0.154819, 0; p3, 0, 0, 0
t22.754; p1, -0.469794, 0.155483, 0; p2, 0.469794, -0.155483, 0; p3, 0, 0, 0
t22.755; p1, -0.469526, 0.156147, 0; p2, 0.469526, -0.156147, 0; p3, 0, 0, 0
t22.756; p1, -0.469257, 0.15681, 0; p2, 0.469257, -0.15681, 0; p3, 0, 0, 0
t22.757; p1, -0.468987, 0.157474, 0; p2, 0.468987, -0.157474, 0; p3, 0, 0, 0
t22.758; p1, -0.468715, 0.158136, 0; p2, 0.468715, -0.158136, 0; p3, 0, 0, 0
t22.759; p1, -0.468443, 0.158799, 0; p2, 0.468443, -0.158799, 0; p3, 0, 0, 0
t22.76; p1, -0.468169, 0.159461, 0; p2, 0.468169, -0.159461, 0; p3, 0, 0, 0
t22.761; p1, -0.467895, 0.160122, 0; p2, 0.467895, -0.160122, 0; p3, 0, 0, 0
t22.762; p1, -0.467619, 0.160784, 0; p2, 0.467619, -0.160784, 0; p3, 0, 0, 0
t22.763; p1, -0.467342, 0.161444, 0; p2, 0.467342, -0.161444, 0; p3, 0, 0, 0
t22.764; p1, -0.467063, 0.162105, 0; p2, 0.467063, -0.162105, 0; p3, 0, 0, 0
t22.765; p1, -0.466784, 0.162765, 0; p2, 0.466784, -0.162765, 0; p3, 0, 0, 0
t22.766; p1, -0.466503, 0.163424, 0; p2, 0.466503, -0.163424, 0; p3, 0, 0, 0
t22.767; p1, -0.466222, 0.164084, 0; p2, 0.466222, -0.164084, 0; p3, 0, 0, 0
t22.768; p1, -0.465939, 0.164742, 0; p2, 0.465939, -0.164742, 0; p3, 0, 0, 0
t22.769; p1, -0.465655, 0.165401, 0; p2, 0.465655, -0.165401, 0; p3, 0, 0, 0
t22.77; p1, -0.46537, 0.166059, 0; p2, 0.46537, -0.166059, 0; p3, 0, 0, 0
t22.771; p1, -0.465083, 0.166716, 0; p2, 0.465083, -0.166716, 0; p3, 0, 0, 0
t22.772; p1, -0.464796, 0.167373, 0; p2, 0.464796, -0.167373, 0; p3, 0, 0, 0
t22.773; p1, -0.464507, 0.16803, 0; p2, 0.464507, -0.16803, 0; p3, 0, 0, 0
t22.774; p1, -0.464217, 0.168686, 0; p2, 0.464217, -0.168686, 0; p3, 0, 0, 0
t22.775; p1, -0.463926, 0.169342, 0; p2, 0.463926, -0.169342, 0; p3, 0, 0, 0
t22.776; p1, -0.463634, 0.169998, 0; p2, 0.463634, -0.169998, 0; p3, 0, 0, 0
t22.777; p1, -0.463341, 0.170653, 0; p2, 0.463341, -0.170653, 0; p3, 0, 0, 0
t22.778; p1, -0.463046, 0.171307, 0; p2, 0.463046, -0.171307, 0; p3, 0, 0, 0
t22.779; p1, -0.462751, 0.171961, 0; p2, 0.462751, -0.171961, 0; p3, 0, 0, 0
t22.78; p1, -0.462454, 0.172615, 0; p2, 0.462454, -0.172615, 0; p3, 0, 0, 0
t22.781; p1, -0.462156, 0.173269, 0; p2, 0.462156, -0.173269, 0; p3, 0, 0, 0
t22.782; p1, -0.461857, 0.173921, 0; p2, 0.461857, -0.173921, 0; p3, 0, 0, 0
t22.783; p1, -0.461557, 0.174574, 0; p2, 0.461557, -0.174574, 0; p3, 0, 0, 0
t22.784; p1, -0.461255, 0.175226, 0; p2, 0.461255, -0.175226, 0; p3, 0, 0, 0
t22.785; p1, -0.460953, 0.175877, 0; p2, 0.460953, -0.175877, 0; p3, 0, 0, 0
t22.786; p1, -0.460649, 0.176529, 0; p2, 0.460649, -0.176529, 0; p3, 0, 0, 0
t22.787; p1, -0.460344, 0.177179, 0; p2, 0.460344, -0.177179, 0; p3, 0, 0, 0
t22.788; p1, -0.460038, 0.17783, 0; p2, 0.460038, -0.17783, 0; p3, 0, 0, 0
t22.789; p1, -0.459731, 0.178479, 0; p2, 0.459731, -0.178479, 0; p3, 0, 0, 0
t22.79; p1, -0.459423, 0.179129, 0; p2, 0.459423, -0.179129, 0; p3, 0, 0, 0
t22.791; p1, -0.459114, 0.179778, 0; p2, 0.459114, -0.179778, 0; p3, 0, 0, 0
t22.792; p1, -0.458803, 0.180426, 0; p2, 0.458803, -0.180426, 0; p3, 0, 0, 0
t22.793; p1, -0.458491, 0.181074, 0; p2, 0.458491, -0.181074, 0; p3, 0, 0, 0
t22.794; p1, -0.458178, 0.181722, 0; p2, 0.458178, -0.181722, 0; p3, 0, 0, 0
t22.795; p1, -0.457864, 0.182369, 0; p2, 0.457864, -0.182369, 0; p3, 0, 0, 0
t22.796; p1, -0.457549, 0.183015, 0; p2, 0.457549, -0.183015, 0; p3, 0, 0, 0
t22.797; p1, -0.457233, 0.183662, 0; p2, 0.457233, -0.183662, 0; p3, 0, 0, 0
t22.798; p1, -0.456916, 0.184307, 0; p2, 0.456916, -0.184307, 0; p3, 0, 0, 0
t22.799; p1, -0.456597, 0.184953, 0; p2, 0.456597, -0.184953, 0; p3, 0, 0, 0
t22.8; p1, -0.456277, 0.185597, 0; p2, 0.456277, -0.185597, 0; p3, 0, 0, 0
t22.801; p1, -0.455956, 0.186242, 0; p2, 0.455956, -0.186242, 0; p3, 0, 0, 0
t22.802; p1, -0.455634, 0.186886, 0; p2, 0.455634, -0.186886, 0; p3, 0, 0, 0
t22.803; p1, -0.455311, 0.187529, 0; p2, 0.455311, -0.187529, 0; p3, 0, 0, 0
t22.804; p1, -0.454987, 0.188172, 0; p2, 0.454987, -0.188172, 0; p3, 0, 0, 0
t22.805; p1, -0.454661, 0.188814, 0; p2, 0.454661, -0.188814, 0; p3, 0, 0, 0
t22.806; p1, -0.454335, 0.189456, 0; p2, 0.454335, -0.189456, 0; p3, 0, 0, 0
t22.807; p1, -0.454007, 0.190098, 0; p2, 0.454007, -0.190098, 0; p3, 0, 0, 0
t22.808; p1, -0.453678, 0.190739, 0; p2, 0.453678, -0.190739, 0; p3, 0, 0, 0
t22.809; p1, -0.453348, 0.191379, 0; p2, 0.453348, -0.191379, 0; p3, 0, 0, 0
t22.81; p1, -0.453017, 0.19202, 0; p2, 0.453017, -0.19202, 0; p3, 0, 0, 0
t22.811; p1, -0.452684, 0.192659, 0; p2, 0.452684, -0.192659, 0; p3, 0, 0, 0
t22.812; p1, -0.452351, 0.193298, 0; p2, 0.452351, -0.193298, 0; p3, 0, 0, 0
t22.813; p1, -0.452016, 0.193937, 0; p2, 0.452016, -0.193937, 0; p3, 0, 0, 0
t22.814; p1, -0.451681, 0.194575, 0; p2, 0.451681, -0.194575, 0; p3, 0, 0, 0
t22.815; p1, -0.451344, 0.195213, 0; p2, 0.451344, -0.195213, 0; p3, 0, 0, 0
t22.816; p1, -0.451006, 0.19585, 0; p2, 0.451006, -0.19585, 0; p3, 0, 0, 0
t22.817; p1, -0.450667, 0.196486, 0; p2, 0.450667, -0.196486, 0; p3, 0, 0, 0
t22.818; p1, -0.450326, 0.197123, 0; p2, 0.450326, -0.197123, 0; p3, 0, 0, 0
t22.819; p1, -0.449985, 0.197758, 0; p2, 0.449985, -0.197758, 0; p3, 0, 0, 0
t22.82; p1, -0.449642, 0.198393, 0; p2, 0.449642, -0.198393, 0; p3, 0, 0, 0
t22.821; p1, -0.449299, 0.199028, 0; p2, 0.449299, -0.199028, 0; p3, 0, 0, 0
t22.822; p1, -0.448954, 0.199662, 0; p2, 0.448954, -0.199662, 0; p3, 0, 0, 0
t22.823; p1, -0.448608, 0.200296, 0; p2, 0.448608, -0.200296, 0; p3, 0, 0, 0
t22.824; p1, -0.448261, 0.200929, 0; p2, 0.448261, -0.200929, 0; p3, 0, 0, 0
t22.825; p1, -0.447912, 0.201562, 0; p2, 0.447912, -0.201562, 0; p3, 0, 0, 0
t22.826; p1, -0.447563, 0.202194, 0; p2, 0.447563, -0.202194, 0; p3, 0, 0, 0
t22.827; p1, -0.447213, 0.202825, 0; p2, 0.447213, -0.202825, 0; p3, 0, 0, 0
t22.828; p1, -0.446861, 0.203456, 0; p2, 0.446861, -0.203456, 0; p3, 0, 0, 0
t22.829; p1, -0.446508, 0.204087, 0; p2, 0.446508, -0.204087, 0; p3, 0, 0, 0
t22.83; p1, -0.446154, 0.204717, 0; p2, 0.446154, -0.204717, 0; p3, 0, 0, 0
t22.831; p1, -0.445799, 0.205346, 0; p2, 0.445799, -0.205346, 0; p3, 0, 0, 0
t22.832; p1, -0.445443, 0.205975, 0; p2, 0.445443, -0.205975, 0; p3, 0, 0, 0
t22.833; p1, -0.445086, 0.206604, 0; p2, 0.445086, -0.206604, 0; p3, 0, 0, 0
t22.834; p1, -0.444727, 0.207232, 0; p2, 0.444727, -0.207232, 0; p3, 0, 0, 0
t22.835; p1, -0.444368, 0.207859, 0; p2, 0.444368, -0.207859, 0; p3, 0, 0, 0
t22.836; p1, -0.444007, 0.208486, 0; p2, 0.444007, -0.208486, 0; p3, 0, 0, 0
t22.837; p1, -0.443645, 0.209113, 0; p2, 0.443645, -0.209113, 0; p3, 0, 0, 0
t22.838; p1, -0.443282, 0.209739, 0; p2, 0.443282, -0.209739, 0; p3, 0, 0, 0
t22.839; p1, -0.442918, 0.210364, 0; p2, 0.442918, -0.210364, 0; p3, 0, 0, 0
t22.84; p1, -0.442553, 0.210989, 0; p2, 0.442553, -0.210989, 0; p3, 0, 0, 0
t22.841; p1, -0.442187, 0.211613, 0; p2, 0.442187, -0.211613, 0; p3, 0, 0, 0
t22.842; p1, -0.441819, 0.212237, 0; p2, 0.441819, -0.212237, 0; p3, 0, 0, 0
t22.843; p1, -0.441451, 0.21286, 0; p2, 0.441451, -0.21286, 0; p3, 0, 0, 0
t22.844; p1, -0.441081, 0.213482, 0; p2, 0.441081, -0.213482, 0; p3, 0, 0, 0
t22.845; p1, -0.44071, 0.214104, 0; p2, 0.44071, -0.214104, 0; p3, 0, 0, 0
t22.846; p1, -0.440338, 0.214726, 0; p2, 0.440338, -0.214726, 0; p3, 0, 0, 0
t22.847; p1, -0.439965, 0.215347, 0; p2, 0.439965, -0.215347, 0; p3, 0, 0, 0
t22.848; p1, -0.439591, 0.215967, 0; p2, 0.439591, -0.215967, 0; p3, 0, 0, 0
t22.849; p1, -0.439215, 0.216587, 0; p2, 0.439215, -0.216587, 0; p3, 0, 0, 0
t22.85; p1, -0.438839, 0.217207, 0; p2, 0.438839, -0.217207, 0; p3, 0, 0, 0
t22.851; p1, -0.438461, 0.217825, 0; p2, 0.438461, -0.217825, 0; p3, 0, 0, 0
t22.852; p1, -0.438083, 0.218444, 0; p2, 0.438083, -0.218444, 0; p3, 0, 0, 0
t22.853; p1, -0.437703, 0.219061, 0; p2, 0.437703, -0.219061, 0; p3, 0, 0, 0
t22.854; p1, -0.437322, 0.219678, 0; p2, 0.437322, -0.219678, 0; p3, 0, 0, 0
t22.855; p1, -0.43694, 0.220295, 0; p2, 0.43694, -0.220295, 0; p3, 0, 0, 0
t22.856; p1, -0.436557, 0.220911, 0; p2, 0.436557, -0.220911, 0; p3, 0, 0, 0
t22.857; p1, -0.436172, 0.221526, 0; p2, 0.436172, -0.221526, 0; p3, 0, 0, 0
t22.858; p1, -0.435787, 0.222141, 0; p2, 0.435787, -0.222141, 0; p3, 0, 0, 0
t22.859; p1, -0.435401, 0.222755, 0; p2, 0.435401, -0.222755, 0; p3, 0, 0, 0
t22.86; p1, -0.435013, 0.223369, 0; p2, 0.435013, -0.223369, 0; p3, 0, 0, 0
t22.861; p1, -0.434624, 0.223982, 0; p2, 0.434624, -0.223982, 0; p3, 0, 0, 0
t22.862; p1, -0.434234, 0.224595, 0; p2, 0.434234, -0.224595, 0; p3, 0, 0, 0
t22.863; p1, -0.433843, 0.225207, 0; p2, 0.433843, -0.225207, 0; p3, 0, 0, 0
t22.864; p1, -0.433451, 0.225818, 0; p2, 0.433451, -0.225818, 0; p3, 0, 0, 0
t22.865; p1, -0.433058, 0.226429, 0; p2, 0.433058, -0.226429, 0; p3, 0, 0, 0
t22.866; p1, -0.432664, 0.227039, 0; p2, 0.432664, -0.227039, 0; p3, 0, 0, 0
t22.867; p1, -0.432268, 0.227649, 0; p2, 0.432268, -0.227649, 0; p3, 0, 0, 0
t22.868; p1, -0.431872, 0.228258, 0; p2, 0.431872, -0.228258, 0; p3, 0, 0, 0
t22.869; p1, -0.431474, 0.228866, 0; p2, 0.431474, -0.228866, 0; p3, 0, 0, 0
t22.87; p1, -0.431075, 0.229474, 0; p2, 0.431075, -0.229474, 0; p3, 0, 0, 0
t22.871; p1, -0.430675, 0.230082, 0; p2, 0.430675, -0.230082, 0; p3, 0, 0, 0
t22.872; p1, -0.430274, 0.230688, 0; p2, 0.430274, -0.230688, 0; p3, 0, 0, 0
t22.873; p1, -0.429872, 0.231294, 0; p2, 0.429872, -0.231294, 0; p3, 0, 0, 0
t22.874; p1, -0.429469, 0.2319, 0; p2, 0.429469, -0.2319, 0; p3, 0, 0, 0
t22.875; p1, -0.429065, 0.232505, 0; p2, 0.429065, -0.232505, 0; p3, 0, 0, 0
t22.876; p1, -0.428659, 0.233109, 0; p2, 0.428659, -0.233109, 0; p3, 0, 0, 0
t22.877; p1, -0.428253, 0.233713, 0; p2, 0.428253, -0.233713, 0; p3, 0, 0, 0
t22.878; p1, -0.427845, 0.234316, 0; p2, 0.427845, -0.234316, 0; p3, 0, 0, 0
t22.879; p1, -0.427436, 0.234918, 0; p2, 0.427436, -0.234918, 0; p3, 0, 0, 0
t22.88; p1, -0.427027, 0.23552, 0; p2, 0.427027, -0.23552, 0; p3, 0, 0, 0
t22.881; p1, -0.426616, 0.236122, 0; p2, 0.426616, -0.236122, 0; p3, 0, 0, 0
t22.882; p1, -0.426204, 0.236722, 0; p2, 0.426204, -0.236722, 0; p3, 0, 0, 0
t22.883; p1, -0.42579, 0.237322, 0; p2, 0.42579, -0.237322, 0; p3, 0, 0, 0
t22.884; p1, -0.425376, 0.237922, 0; p2, 0.425376, -0.237922, 0; p3, 0, 0, 0
t22.885; p1, -0.424961, 0.238521, 0; p2, 0.424961, -0.238521, 0; p3, 0, 0, 0
t22.886; p1, -0.424544, 0.239119, 0; p2, 0.424544, -0.239119, 0; p3, 0, 0, 0
t22.887; p1, -0.424127, 0.239716, 0; p2, 0.424127, -0.239716, 0; p3, 0, 0, 0
t22.888; p1, -0.423708, 0.240313, 0; p2, 0.423708, -0.240313, 0; p3, 0, 0, 0
